"country","product","chipset","inch","app_name","use_month","use_tv_cnt","total_use_count","total_use_hour","monthly_avg_use_count","monthly_avg_use_hour"
"KR","webOSTV 6.0","lm21a","55","app1","2022-8","1466","2468.0","408.0152777777778","1.6748466257668713","0.2780032000302961"
"KR","webOSTV 6.0","o20","55","app1","2022-9","710","1541.0","732.2888888888889","2.071830985915493","0.9675557511737085"
"AU","webOSTV 6.0","k7lp","55","app2","2022-7","86","1599.0","1363.211388888889","15.374031007751938","11.96288544358312"
"AU","webOSTV 6.0","e60F20","75","app1","2022-8","42","298.0","318.96722222222223","6.520833333333333","7.142037037037038"
"KR","webOSTV 6.0","k7lp","65","app5","2022-11","34","215.0","182.1161111111111","6.323529411764706","5.356356209150328"
"AU","webOSTV 6.0","k7lp","43","app1","2022-12","36","147.0","113.37777777777778","3.513888888888889","2.614776234567901"
"KR","webOSTV 6.0","lm21a","65","app2","2022-1","161","845.0","743.9586111111112","4.6770186335403725","3.869663561076604"
"KR","webOSTV 6.0","lm21u","65","app3","2022-3","27","37.0","2.0441666666666665","1.3703703703703705","0.07570987654320988"
"KR","webOSTV 6.0","lm21a","55","app3","2022-3","14","15.0","0.28583333333333333","1.0714285714285714","0.020416666666666666"
"JP","webOSTV 6.0","lm21u","65","app4","2022-3","22","80.0","40.52333333333333","3.4545454545454546","1.7701199494949493"
"AU","webOSTV 6.0","k7lp","75","app4","2022-7","17","688.0","1018.2916666666666","29.647058823529413","50.586241830065354"
"JP","webOSTV 6.0","e60F20","65","app4","2022-5","13","609.0","726.8216666666667","35.5","38.207948717948724"
"AU","webOSTV 6.0","k7lp","43","app5","2022-4","15","32.0","0.7080555555555555","2.1333333333333333","0.04720370370370371"
"JP","webOSTV 6.0","e60F20","55","app5","2022-10","5","15.0","19.74861111111111","3.0","3.9497222222222215"
"JP","webOSTV 6.0","e60F20","65","app3","2022-7","2","5.0","1.7947222222222223","2.5","0.897361111111111"
"AU","webOSTV 6.0","k7lp","75","app2","2022-2","1","1.0","0.04666666666666667","1.0","0.04666666666666667"
"AU","webOSTV 6.0","k7lp","75","app5","2022-8","6","7.0","0.0763888888888889","1.1666666666666667","0.01273148148148148"
"KR","webOSTV 6.0","k7lp","55","app3","2022-4","3","4.0","0.03111111111111111","1.3333333333333333","0.01037037037037037"
"AU","webOSTV 6.0","o20","65","app3","2022-12","7117","33359.0","30292.286944444444","4.379199030599031","3.9422994285235045"
"KR","webOSTV 6.0","lm21u","65","app2","2022-3","212","952.0","567.4494444444445","4.143867924528302","2.415482180293501"
"AU","webOSTV 6.0","o20","55","app2","2022-10","14926","366555.0","456175.9325","19.46975443376924","23.859694591161695"
"JP","webOSTV 6.0","o20","55","app5","2022-7","1885","14787.0","14485.69611111111","7.408320084790673","7.13847732536458"
"JP","webOSTV 6.0","lm21a","43","app5","2022-6","1448","7338.0","6285.011944444444","4.848275862068966","4.0051403256704985"
"AU","webOSTV 6.0","lm21a","55","app5","2022-12","10995","97295.0","131287.54611111112","7.751338213373566","10.188023869939256"
"AU","webOSTV 6.0","lm21a","55","app5","2022-9","10962","95355.0","129567.81833333333","7.518881300811182","9.987499188356955"
"JP","webOSTV 6.0","lm21u","55","app5","2022-10","1984","15447.0","14287.319444444445","7.309272300469484","6.7443125652060525"
"JP","webOSTV 6.0","lm21a","65","app5","2022-7","971","6423.0","5609.722777777778","6.120884773662551","5.231970164609057"
"AU","webOSTV 6.0","k7lp","43","app2","2022-5","30","237.0","171.10916666666665","7.133333333333334","5.361526234567902"
"AU","webOSTV 6.0","lm21u","55","app3","2022-6","1243","5386.0","4429.227777777778","3.988058902275769","3.2692605533244086"
"JP","webOSTV 6.0","lm21u","65","app4","2022-5","899","25638.0","29534.39277777778","24.14330737856878","26.666390536810443"
"KR","webOSTV 6.0","o20","65","app4","2022-3","275","1231.0","557.2772222222222","4.0978260869565215","1.818269927536232"
"JP","webOSTV 6.0","lm21a","55","app2","2022-6","924","19374.0","22563.668611111112","17.656756756756756","19.72289484484484"
"JP","webOSTV 6.0","lm21u","65","app3","2022-7","75","236.0","151.4386111111111","3.1466666666666665","2.019181481481482"
"KR","webOSTV 6.0","lm21a","75","app1","2022-2","52","69.0","1.9219444444444445","1.3269230769230769","0.036960470085470085"
"JP","webOSTV 6.0","o20","55","app4","2022-1","78","467.0","250.70305555555555","5.339743589743589","2.890769230769231"
"JP","webOSTV 6.0","lm21u","55","app3","2022-9","263","565.0","424.35","2.1216730038022815","1.5509827841149137"
"AU","webOSTV 6.0","e60F20","65","app2","2022-4","47","964.0","1003.6686111111111","18.0","19.376436170212767"
"KR","webOSTV 6.0","k7lp","75","app2","2022-7","17","407.0","596.0669444444444","20.91176470588235","28.71255718954248"
"KR","webOSTV 6.0","lm21u","55","app4","2022-3","262","1107.0","514.2275","3.9923664122137406","1.823366730279898"
"JP","webOSTV 6.0","lm21a","75","app3","2022-12","41","77.0","21.33888888888889","1.8780487804878048","0.5204607046070461"
"JP","webOSTV 6.0","lm21a","43","app3","2022-10","163","319.0","105.39083333333333","1.9417177914110428","0.6282515337423312"
"AU","webOSTV 6.0","k7lp","65","app5","2022-9","30","77.0","2.269722222222222","2.566666666666667","0.07565740740740742"
"JP","webOSTV 6.0","e60F20","65","app1","2022-11","26","193.0","204.89027777777778","7.1923076923076925","7.549668803418805"
"JP","webOSTV 6.0","lm21a","43","app5","2022-2","19","36.0","2.3536111111111113","1.894736842105263","0.12387426900584797"
"AU","webOSTV 6.0","e60F20","75","app3","2022-5","29","101.0","83.07527777777777","3.4482758620689653","2.858577586206897"
"JP","webOSTV 6.0","e60F20","55","app4","2022-5","8","139.0","414.4627777777778","13.5625","29.695503472222224"
"JP","webOSTV 6.0","o20","55","app3","2022-3","5","6.0","0.18888888888888888","1.2","0.037777777777777785"
"KR","webOSTV 6.0","e60F20","65","app4","2022-5","20","404.0","409.99","16.375","17.094958333333338"
"JP","webOSTV 6.0","e60F20","55","app2","2022-11","7","42.0","48.93666666666667","6.0","6.990952380952381"
"AU","webOSTV 6.0","k7lp","75","app5","2022-10","7","21.0","4.905833333333334","3.0","0.7008333333333334"
"KR","webOSTV 6.0","k7lp","75","app4","2022-4","2","77.0","195.93416666666667","21.25","49.545138888888886"
"AU","webOSTV 6.0","lm21u","55","app5","2022-1","12","33.0","14.608611111111111","2.5833333333333335","1.1471643518518517"
"JP","webOSTV 6.0","e60F20","55","app3","2022-7","2","5.0","0.065","2.5","0.0325"
"AU","webOSTV 6.0","o20","55","app2","2022-4","14244","345052.0","422158.90527777775","19.622170558801322","23.761309140012127"
"AU","webOSTV 6.0","lm21a","75","app3","2022-7","5245","17695.0","14524.616666666667","3.1860966797229175","2.5952200877997593"
"KR","webOSTV 6.0","lm21u","75","app2","2022-6","2823","57855.0","68836.9525","17.784896755162244","21.038101950180263"
"AU","webOSTV 6.0","lm21a","65","app5","2022-7","13086","145326.0","203584.83944444446","10.081997924292839","13.8271138623528"
"AU","webOSTV 6.0","lm21u","65","app2","2022-5","7935","224660.0","285852.35805555555","23.261337972478454","29.077344072662868"
"KR","webOSTV 6.0","lm21u","55","app5","2022-5","11475","46072.0","39115.08888888889","3.8260149851890572","3.181494961375385"
"JP","webOSTV 6.0","lm21a","65","app4","2022-10","2749","98259.0","124520.49888888889","30.322206078217704","37.478473059692476"
"KR","webOSTV 6.0","o20","55","app4","2022-5","7499","156865.0","195576.6902777778","17.297960271963742","20.99052602245626"
"KR","webOSTV 6.0","e60F20","75","app5","2022-4","31","149.0","80.81","4.625","2.5233854166666663"
"AU","webOSTV 6.0","lm21a","75","app4","2022-7","18247","487969.0","732780.9427777778","21.90782370758156","32.487727824734506"
"KR","webOSTV 6.0","lm21u","75","app2","2022-5","2549","53037.0","61927.26861111111","18.002156017248137","20.66250279483718"
"KR","webOSTV 6.0","lm21a","43","app3","2022-5","720","1375.0","680.2247222222222","1.8786407766990292","0.9160438819540762"
"AU","webOSTV 6.0","o20","55","app1","2022-2","77","203.0","120.03416666666666","2.564935064935065","1.4304509379509376"
"KR","webOSTV 6.0","e60F20","65","app4","2022-7","24","366.0","513.8708333333333","12.854166666666666","17.024340277777775"
"KR","webOSTV 6.0","k7lp","43","app1","2022-7","12","20.0","0.33305555555555555","1.6666666666666667","0.02775462962962963"
"KR","webOSTV 6.0","k7lp","55","app5","2022-5","24","73.0","35.3775","3.0416666666666665","1.4740624999999998"
"KR","webOSTV 6.0","k7lp","55","app2","2022-4","17","141.0","66.40638888888888","8.294117647058824","3.9062581699346404"
"AU","webOSTV 6.0","lm21a","43","app4","2022-3","52","159.0","76.37694444444445","2.855769230769231","1.314791666666667"
"KR","webOSTV 6.0","e60F20","75","app5","2022-7","53","267.0","191.86305555555555","4.87037037037037","3.4745627572016464"
"KR","webOSTV 6.0","k7lp","43","app4","2022-11","95","1582.0","2014.1991666666668","13.67719298245614","17.72749658869396"
"JP","webOSTV 6.0","lm21u","75","app3","2022-8","31","45.0","6.128055555555555","1.4516129032258065","0.19767921146953407"
"AU","webOSTV 6.0","lm21a","43","app3","2022-1","22","35.0","1.7033333333333334","1.5","0.07222222222222222"
"JP","webOSTV 6.0","e60F20","65","app2","2022-7","7","216.0","218.56694444444443","22.5","23.242599206349208"
"AU","webOSTV 6.0","k7lp","65","app5","2022-12","36","85.0","9.549166666666666","2.3333333333333335","0.2502430555555556"
"KR","webOSTV 6.0","k7lp","75","app3","2022-10","11","13.0","0.21777777777777776","1.1818181818181819","0.0197979797979798"
"JP","webOSTV 6.0","lm21a","55","app2","2022-2","12","81.0","38.528055555555554","5.375","2.545821759259259"
"AU","webOSTV 6.0","k7lp","65","app3","2022-10","12","14.0","0.14027777777777778","1.1666666666666667","0.011689814814814814"
"KR","webOSTV 6.0","lm21u","75","app5","2022-2","13","27.0","14.670277777777779","2.076923076923077","1.128482905982906"
"AU","webOSTV 6.0","lm21u","55","app3","2022-2","8","12.0","0.1661111111111111","1.5","0.020763888888888887"
"JP","webOSTV 6.0","lm21u","65","app2","2022-2","6","33.0","11.952777777777778","5.5","1.9921296296296294"
"JP","webOSTV 6.0","lm21u","75","app2","2022-3","1","2.0","2.1030555555555557","2.0","2.1030555555555557"
"KR","webOSTV 6.0","lm21u","65","app4","2022-11","41416","891766.0","1153515.6791666667","18.05913177650996","22.72149764990865"
"JP","webOSTV 6.0","lm21u","55","app3","2022-11","309","625.0","373.9847222222222","1.95","1.1600752688172042"
"AU","webOSTV 6.0","o20","65","app3","2022-6","7560","33670.0","28153.29388888889","4.138978552132621","3.405883728897385"
"KR","webOSTV 6.0","o20","55","app3","2022-4","1408","4530.0","3001.365","3.1619318181818183","2.0832260429819027"
"JP","webOSTV 6.0","k7lp","55","app4","2022-12","507","19168.0","23778.81388888889","33.042979002624676","39.71534375911345"
"KR","webOSTV 6.0","k7lp","65","app5","2022-10","32","185.0","141.63","5.484375","4.277881944444444"
"AU","webOSTV 6.0","lm21a","65","app1","2022-11","9580","73372.0","86404.73777777777","6.818641281009592","7.827415751474234"
"JP","webOSTV 6.0","lm21u","55","app4","2022-11","5784","167863.0","203073.7527777778","24.35825202915077","28.493358042108998"
"KR","webOSTV 6.0","lm21u","75","app5","2022-6","1315","6454.0","5367.233611111111","4.747528517110267","3.8852892902408103"
"KR","webOSTV 6.0","lm21a","43","app4","2022-5","7334","131340.0","186973.41416666665","14.526668483939844","20.00880776152328"
"KR","webOSTV 6.0","lm21u","75","app5","2022-11","1618","8070.0","6561.6225","4.794523368334363","3.8426425777228723"
"JP","webOSTV 6.0","lm21a","65","app1","2022-8","1967","29746.0","33392.51222222222","13.763451776649747","15.068986698627558"
"AU","webOSTV 6.0","k7lp","55","app1","2022-10","66","321.0","196.99805555555557","4.015151515151516","2.3817592592592587"
"KR","webOSTV 6.0","lm21a","65","app1","2022-1","29","39.0","0.545","1.3448275862068966","0.01879310344827586"
"JP","webOSTV 6.0","e60F20","55","app2","2022-6","4","5.0","4.632777777777778","1.25","1.1581944444444445"
"AU","webOSTV 6.0","lm21a","55","app2","2022-2","261","1069.0","782.5588888888889","3.7950191570881224","2.7813244997871434"
"JP","webOSTV 6.0","o20","65","app3","2022-11","227","568.0","365.7311111111111","2.28928046989721","1.4368304372654592"
"JP","webOSTV 6.0","lm21u","75","app1","2022-12","367","4796.0","4673.403333333334","12.491825613079019","11.643337117771724"
"KR","webOSTV 6.0","k7lp","75","app4","2022-10","50","941.0","1253.566111111111","15.43","20.833130555555552"
"KR","webOSTV 6.0","k7lp","65","app3","2022-9","6","7.0","0.09555555555555556","1.1666666666666667","0.015925925925925927"
"KR","webOSTV 6.0","e60F20","65","app5","2022-8","7","34.0","33.44694444444445","4.857142857142857","4.77813492063492"
"JP","webOSTV 6.0","e60F20","55","app2","2022-9","6","15.0","25.509444444444444","2.4166666666666665","3.213703703703704"
"JP","webOSTV 6.0","lm21a","65","app3","2022-3","1","1.0","0.01","1.0","0.01"
"KR","webOSTV 6.0","lm21a","75","app2","2022-11","25521","464797.0","566296.7730555555","15.719039505979422","18.890419877053343"
"KR","webOSTV 6.0","lm21a","75","app4","2022-5","23133","419116.0","494595.42027777777","15.469313026571616","17.83497308533961"
"KR","webOSTV 6.0","lm21a","43","app2","2022-10","8484","121241.0","162754.08944444446","12.205617094822845","16.112791137472605"
"AU","webOSTV 6.0","lm21a","55","app4","2022-9","14130","277010.0","398705.5783333333","15.332536727130325","21.688858751397337"
"JP","webOSTV 6.0","k7lp","55","app5","2022-12","234","1197.0","1149.7122222222222","4.837606837606837","3.969787511870844"
"AU","webOSTV 6.0","lm21u","65","app1","2022-12","4298","36316.0","41734.72583333333","7.561165034665732","8.558273992826438"
"JP","webOSTV 6.0","lm21a","65","app2","2022-11","2667","60703.0","67692.75527777777","19.08506670674149","20.39488217889093"
"AU","webOSTV 6.0","o20","55","app2","2022-9","16504","339318.0","415578.2663888889","15.840652219485332","19.093295180466836"
"AU","webOSTV 6.0","lm21u","55","app5","2022-7","2818","27974.0","38274.01222222222","8.796543778801842","11.388649492234167"
"KR","webOSTV 6.0","lm21a","75","app3","2022-5","2701","5378.0","2830.663888888889","1.9391416944136144","0.9922626094462946"
"KR","webOSTV 6.0","lm21a","43","app3","2022-8","494","911.0","389.23777777777775","1.8212121212121213","0.7769323793490457"
"AU","webOSTV 6.0","lm21a","75","app4","2022-3","113","483.0","467.63916666666665","3.9911504424778763","3.773119469026548"
"AU","webOSTV 6.0","e60F20","65","app2","2022-11","657","14625.0","16912.328333333335","19.482776089159067","21.960993681751663"
"JP","webOSTV 6.0","lm21a","75","app2","2022-4","278","6751.0","7134.948888888889","20.067745803357315","20.765550226485484"
"JP","webOSTV 6.0","lm21a","43","app3","2022-5","122","297.0","201.38472222222222","2.3811475409836067","1.609263433515483"
"JP","webOSTV 6.0","o20","65","app3","2022-10","228","517.0","290.3622222222222","2.2346491228070176","1.2440411793372315"
"AU","webOSTV 6.0","o20","55","app1","2022-3","33","88.0","35.84583333333333","2.4242424242424243","0.8358796296296299"
"JP","webOSTV 6.0","lm21a","75","app5","2022-12","407","2710.0","2188.4977777777776","6.2997542997543","5.083959527709527"
"JP","webOSTV 6.0","lm21a","65","app3","2022-6","85","165.0","69.47527777777778","1.9411764705882353","0.8173562091503268"
"KR","webOSTV 6.0","k7lp","75","app4","2022-12","60","1118.0","1797.04","15.375","24.622006944444443"
"AU","webOSTV 6.0","k7lp","65","app1","2022-4","18","54.0","9.903333333333334","2.638888888888889","0.5280324074074074"
"KR","webOSTV 6.0","e60F20","75","app4","2022-6","114","1494.0","1936.856388888889","11.991228070175438","14.827474415204673"
"KR","webOSTV 6.0","k7lp","43","app4","2022-7","51","974.0","1093.1861111111111","16.91176470588235","19.674041394335514"
"AU","webOSTV 6.0","e60F20","75","app3","2022-8","23","76.0","91.79722222222222","2.847826086956522","2.6916545893719808"
"AU","webOSTV 6.0","lm21a","55","app5","2022-1","79","217.0","127.9275","2.7341772151898733","1.6185741912798877"
"KR","webOSTV 6.0","k7lp","43","app4","2022-10","98","1497.0","1944.9516666666666","12.831632653061224","16.642280328798183"
"JP","webOSTV 6.0","lm21a","75","app3","2022-10","31","50.0","8.960833333333333","1.6129032258064515","0.2890591397849462"
"AU","webOSTV 6.0","k7lp","43","app1","2022-6","30","97.0","12.5625","3.2333333333333334","0.41875"
"JP","webOSTV 6.0","e60F20","55","app5","2022-7","5","5.0","0.03027777777777778","1.0","0.006055555555555555"
"KR","webOSTV 6.0","k7lp","65","app5","2022-5","5","39.0","23.199166666666667","7.8","4.639833333333333"
"KR","webOSTV 6.0","k7lp","55","app1","2022-3","1","8.0","0.7608333333333334","8.0","0.7608333333333334"
"AU","webOSTV 6.0","lm21a","75","app4","2022-11","17600","517940.0","749546.4605555555","22.92997651694247","33.06371281121487"
"AU","webOSTV 6.0","lm21a","55","app1","2022-9","8099","57000.0","71322.14027777778","6.1530503258006055","7.476573067434577"
"KR","webOSTV 6.0","lm21u","65","app4","2022-1","349","1366.0","768.1022222222222","3.7177650429799427","2.076963944603629"
"KR","webOSTV 6.0","lm21a","75","app5","2022-8","9050","40469.0","33094.48111111111","4.3141489988221435","3.459080094228503"
"AU","webOSTV 6.0","lm21u","75","app4","2022-6","3159","81688.0","104914.58555555556","20.89905125504652","26.370861386220472"
"AU","webOSTV 6.0","lm21u","65","app4","2022-9","6607","137106.0","184793.10222222222","16.544200866509197","21.99057188476196"
"KR","webOSTV 6.0","lm21a","55","app3","2022-7","763","1230.0","440.18666666666667","1.5784313725490196","0.5501826434277415"
